CraneNO,OrderNO,RecTime,CurX,CurY,CurZ,
crane1-2,1,497.0,239399.0,5622.0,5400.0,
crane1-2,1,498.0,239399.0,5622.0,5500.0,
crane1-2,1,499.0,239399.0,5622.0,5600.0,
crane1-2,1,500.0,239399.0,5622.0,5700.0,
crane1-2,1,501.0,239399.0,5622.0,5800.0,
crane1-2,1,502.0,239399.0,5622.0,5900.0,
crane1-2,1,503.0,239399.0,5622.0,6000.0,
crane1-2,7,504.0,240899.0,5822.0,5900.0,
crane1-2,7,505.0,242399.0,6022.0,5800.0,
crane1-2,7,506.0,243899.0,6222.0,5700.0,
crane1-2,7,507.0,245399.0,6422.0,5600.0,
crane1-2,7,508.0,246899.0,6622.0,5500.0,
crane1-2,7,509.0,248399.0,6822.0,5400.0,
crane1-2,7,510.0,249899.0,7022.0,5300.0,
crane1-2,7,511.0,251399.0,7222.0,5200.0,
crane1-2,7,512.0,252899.0,7422.0,5100.0,
crane1-2,7,513.0,254399.0,7622.0,5000.0,
crane1-2,7,514.0,254399.0,7822.0,4900.0,
crane1-2,7,515.0,254399.0,8022.0,4800.0,
crane1-2,7,516.0,254399.0,8222.0,4700.0,
crane1-2,7,517.0,254399.0,8422.0,4600.0,
crane1-2,7,518.0,254399.0,8622.0,4500.0,
crane1-2,7,519.0,254399.0,8822.0,4400.0,
crane1-2,7,520.0,254399.0,9022.0,4300.0,
crane1-2,7,521.0,254399.0,9222.0,4200.0,
crane1-2,7,522.0,254399.0,9422.0,4100.0,
crane1-2,7,523.0,254399.0,9622.0,4000.0,
crane1-2,7,524.0,254399.0,9822.0,3900.0,
crane1-2,7,525.0,254399.0,10022.0,3800.0,
crane1-2,7,526.0,254399.0,10222.0,3700.0,
crane1-2,7,527.0,254399.0,10422.0,3600.0,
crane1-2,7,528.0,254399.0,10622.0,3500.0,
crane1-2,7,529.0,254399.0,10622.0,3400.0,
crane1-2,7,530.0,254399.0,10622.0,3300.0,
crane1-2,7,531.0,254399.0,10622.0,3200.0,
crane1-2,7,532.0,254399.0,10622.0,3100.0,
crane1-2,7,533.0,254399.0,10622.0,3000.0,
crane1-2,7,534.0,254399.0,10622.0,2900.0,
crane1-2,7,535.0,254399.0,10622.0,2800.0,
crane1-2,7,536.0,254399.0,10622.0,2700.0,
crane1-2,7,537.0,254399.0,10622.0,2600.0,
crane1-2,7,538.0,254399.0,10622.0,2500.0,
crane1-2,7,539.0,254399.0,10622.0,2400.0,
crane1-2,7,540.0,254399.0,10622.0,2300.0,
crane1-2,7,541.0,254399.0,10622.0,2200.0,
crane1-2,7,542.0,254399.0,10622.0,2100.0,
crane1-2,7,543.0,254399.0,10622.0,2000.0,
crane1-2,7,544.0,254399.0,10622.0,1900.0,
crane1-2,7,545.0,254399.0,10622.0,1800.0,
crane1-2,7,546.0,254399.0,10622.0,1700.0,
crane1-2,7,547.0,254399.0,10622.0,1600.0,
crane1-2,7,548.0,254399.0,10622.0,1500.0,
crane1-2,7,549.0,254399.0,10622.0,1400.0,
crane1-2,7,550.0,254399.0,10622.0,1300.0,
crane1-2,7,551.0,254399.0,10622.0,1200.0,
crane1-2,7,552.0,254399.0,10622.0,1100.0,
crane1-2,7,553.0,254399.0,10622.0,1000.0,
crane1-2,7,554.0,254399.0,10622.0,1100.0,
crane1-2,7,555.0,254399.0,10622.0,1200.0,
crane1-2,7,556.0,254399.0,10622.0,1300.0,
crane1-2,7,557.0,254399.0,10622.0,1400.0,
crane1-2,7,558.0,254399.0,10622.0,1500.0,
crane1-2,7,559.0,254399.0,10622.0,1600.0,
crane1-2,7,560.0,254399.0,10622.0,1700.0,
crane1-2,7,561.0,254399.0,10622.0,1800.0,
crane1-2,7,562.0,254399.0,10622.0,1900.0,
crane1-2,7,563.0,254399.0,10622.0,2000.0,
crane1-2,7,564.0,254399.0,10622.0,2100.0,
crane1-2,7,565.0,254399.0,10622.0,2200.0,
crane1-2,7,566.0,254399.0,10622.0,2300.0,
crane1-2,7,567.0,254399.0,10622.0,2400.0,
crane1-2,7,568.0,254399.0,10622.0,2500.0,
crane1-2,7,569.0,254399.0,10622.0,2600.0,
crane1-2,7,570.0,254399.0,10622.0,2700.0,
crane1-2,7,571.0,254399.0,10622.0,2800.0,
crane1-2,7,572.0,254399.0,10622.0,2900.0,
crane1-2,7,573.0,254399.0,10622.0,3000.0,
crane1-2,7,574.0,254399.0,10622.0,3100.0,
crane1-2,7,575.0,254399.0,10622.0,3200.0,
crane1-2,7,576.0,254399.0,10622.0,3300.0,
crane1-2,7,577.0,254399.0,10622.0,3400.0,
crane1-2,7,578.0,254399.0,10622.0,3500.0,
crane1-2,7,579.0,254399.0,10622.0,3600.0,
crane1-2,7,580.0,254399.0,10622.0,3700.0,
crane1-2,7,581.0,254399.0,10622.0,3800.0,
crane1-2,7,582.0,254399.0,10622.0,3900.0,
crane1-2,7,583.0,254399.0,10622.0,4000.0,
crane1-2,7,584.0,254399.0,10622.0,4100.0,
crane1-2,7,585.0,254399.0,10622.0,4200.0,
crane1-2,7,586.0,254399.0,10622.0,4300.0,
crane1-2,7,587.0,254399.0,10622.0,4400.0,
crane1-2,7,588.0,254399.0,10622.0,4500.0,
crane1-2,7,589.0,254399.0,10622.0,4600.0,
crane1-2,7,590.0,254399.0,10622.0,4700.0,
crane1-2,7,591.0,254399.0,10622.0,4800.0,
crane1-2,7,592.0,254399.0,10622.0,4900.0,
crane1-2,7,593.0,254399.0,10622.0,5000.0,
crane1-2,7,594.0,254399.0,10622.0,5100.0,
crane1-2,7,595.0,254399.0,10622.0,5200.0,
crane1-2,7,596.0,254399.0,10622.0,5300.0,
crane1-2,7,597.0,254399.0,10622.0,5400.0,
crane1-2,7,598.0,254399.0,10622.0,5500.0,
crane1-2,7,599.0,254399.0,10622.0,5600.0,
crane1-2,7,600.0,254399.0,10622.0,5700.0,
crane1-2,7,601.0,254399.0,10622.0,5800.0,
crane1-2,7,602.0,254399.0,10622.0,5900.0,
crane1-2,7,603.0,254399.0,10622.0,6000.0,
crane1-2,7,604.0,255899.0,10822.0,5900.0,
crane1-2,7,605.0,257399.0,11022.0,5800.0,
crane1-2,7,606.0,258899.0,11222.0,5700.0,
crane1-2,7,607.0,260399.0,11422.0,5600.0,
crane1-2,7,608.0,261899.0,11622.0,5500.0,
crane1-2,7,609.0,263399.0,11822.0,5400.0,
crane1-2,7,610.0,264899.0,12022.0,5300.0,
crane1-2,7,611.0,266399.0,12222.0,5200.0,
crane1-2,7,612.0,267899.0,12422.0,5100.0,
crane1-2,7,613.0,269399.0,12622.0,5000.0,
crane1-2,7,614.0,270899.0,12822.0,4900.0,
crane1-2,7,615.0,272399.0,13022.0,4800.0,
crane1-2,7,616.0,273899.0,13222.0,4700.0,
crane1-2,7,617.0,275399.0,13422.0,4600.0,
crane1-2,7,618.0,276399.0,13622.0,4500.0,
crane1-2,7,619.0,276399.0,13822.0,4400.0,
crane1-2,7,620.0,276399.0,14022.0,4300.0,
crane1-2,7,621.0,276399.0,14222.0,4200.0,
crane1-2,7,622.0,276399.0,14422.0,4100.0,
crane1-2,7,623.0,276399.0,14622.0,4000.0,
crane1-2,7,624.0,276399.0,14822.0,3900.0,
crane1-2,7,625.0,276399.0,15022.0,3800.0,
crane1-2,7,626.0,276399.0,15222.0,3700.0,
crane1-2,7,627.0,276399.0,15422.0,3600.0,
crane1-2,7,628.0,276399.0,15622.0,3500.0,
crane1-2,7,629.0,276399.0,15822.0,3400.0,
crane1-2,7,630.0,276399.0,16022.0,3300.0,
crane1-2,7,631.0,276399.0,16222.0,3200.0,
crane1-2,7,632.0,276399.0,16422.0,3100.0,
crane1-2,7,633.0,276399.0,16622.0,3000.0,
crane1-2,7,634.0,276399.0,16822.0,2900.0,
crane1-2,7,635.0,276399.0,17022.0,2800.0,
crane1-2,7,636.0,276399.0,17222.0,2700.0,
crane1-2,7,637.0,276399.0,17422.0,2600.0,
crane1-2,7,638.0,276399.0,17622.0,2500.0,
crane1-2,7,639.0,276399.0,17822.0,2400.0,
crane1-2,7,640.0,276399.0,18022.0,2300.0,
crane1-2,7,641.0,276399.0,18222.0,2200.0,
crane1-2,7,642.0,276399.0,18422.0,2100.0,
crane1-2,7,643.0,276399.0,18622.0,2000.0,
crane1-2,7,644.0,276399.0,18622.0,1900.0,
crane1-2,7,645.0,276399.0,18622.0,1800.0,
crane1-2,7,646.0,276399.0,18622.0,1700.0,
crane1-2,7,647.0,276399.0,18622.0,1600.0,
crane1-2,7,648.0,276399.0,18622.0,1500.0,
crane1-2,7,649.0,276399.0,18622.0,1400.0,
crane1-2,7,650.0,276399.0,18622.0,1300.0,
crane1-2,7,651.0,276399.0,18622.0,1200.0,
crane1-2,7,652.0,276399.0,18622.0,1100.0,
crane1-2,7,653.0,276399.0,18622.0,1000.0,
crane1-2,7,654.0,276399.0,18622.0,1000.0,
crane1-2,7,655.0,276399.0,18622.0,1000.0,
crane1-2,7,656.0,276399.0,18622.0,1000.0,
crane1-2,7,657.0,276399.0,18622.0,1000.0,
crane1-2,7,658.0,276399.0,18622.0,1000.0,
crane1-2,7,659.0,276399.0,18622.0,1000.0,
crane1-2,7,660.0,276399.0,18622.0,1000.0,
crane1-2,7,661.0,276399.0,18622.0,1000.0,
crane1-2,7,662.0,276399.0,18622.0,1000.0,
crane1-2,7,663.0,276399.0,18622.0,1000.0,
crane1-2,7,664.0,276399.0,18622.0,1000.0,
crane1-2,7,665.0,276399.0,18622.0,1000.0,
crane1-2,7,666.0,276399.0,18622.0,1000.0,
crane1-2,7,667.0,276399.0,18622.0,1000.0,
crane1-2,7,668.0,276399.0,18622.0,1000.0,
crane1-2,7,669.0,274899.0,18622.0,1000.0,
crane1-2,7,670.0,273399.0,18622.0,1000.0,
crane1-2,7,671.0,271899.0,18622.0,1000.0,
crane1-2,7,672.0,270399.0,18622.0,1000.0,
crane1-2,7,673.0,268899.0,18622.0,1000.0,
crane1-2,7,674.0,267399.0,18622.0,1000.0,
crane1-2,7,675.0,265899.0,18622.0,1000.0,
crane1-2,7,676.0,264399.0,18622.0,1000.0,
crane1-2,7,677.0,262899.0,18622.0,1000.0,
crane1-2,7,678.0,261399.0,18622.0,1000.0,
crane1-2,7,679.0,259899.0,18622.0,1000.0,
crane1-2,7,680.0,258399.0,18622.0,1000.0,
crane1-2,7,681.0,256899.0,18622.0,1000.0,
crane1-2,7,682.0,255399.0,18622.0,1000.0,
crane1-2,7,683.0,253899.0,18622.0,1000.0,
crane1-2,7,684.0,252399.0,18622.0,1000.0,
crane1-2,7,685.0,250899.0,18622.0,1000.0,
crane1-2,7,686.0,249399.0,18622.0,1000.0,
crane1-2,7,687.0,247899.0,18622.0,1000.0,
crane1-2,7,688.0,247399.0,18622.0,1000.0,
crane1-2,7,689.0,247399.0,18622.0,1000.0,
crane1-2,7,690.0,247399.0,18622.0,1000.0,
crane1-2,7,691.0,247399.0,18622.0,1000.0,
crane1-2,7,692.0,247399.0,18622.0,1000.0,
crane1-2,7,693.0,247399.0,18622.0,1000.0,
crane1-2,7,694.0,247399.0,18622.0,1000.0,
crane1-2,7,695.0,247399.0,18622.0,1000.0,
crane1-2,7,696.0,247399.0,18622.0,1000.0,
crane1-2,7,697.0,247399.0,18622.0,1000.0,
crane1-2,7,698.0,247399.0,18622.0,1000.0,
crane1-2,7,699.0,247399.0,18622.0,1000.0,
crane1-2,7,700.0,247399.0,18622.0,1000.0,
crane1-2,7,701.0,247399.0,18622.0,1000.0,
crane1-2,7,702.0,247399.0,18622.0,1000.0,
crane1-2,7,703.0,247399.0,18622.0,1000.0,
crane1-2,7,704.0,247399.0,18622.0,1000.0,
crane1-2,7,705.0,247399.0,18622.0,1000.0,
crane1-2,7,706.0,247399.0,18622.0,1000.0,
crane1-2,7,707.0,247399.0,18622.0,1000.0,
crane1-2,7,708.0,247399.0,18622.0,1000.0,
crane1-2,7,709.0,247399.0,18622.0,1000.0,
crane1-2,7,710.0,247399.0,18622.0,1000.0,
crane1-2,7,711.0,247399.0,18622.0,1000.0,
crane1-2,7,712.0,247399.0,18622.0,1000.0,
crane1-2,7,713.0,247399.0,18622.0,1000.0,
crane1-2,7,714.0,247399.0,18622.0,1000.0,
crane1-2,7,715.0,247399.0,18622.0,1000.0,
crane1-2,7,716.0,247399.0,18622.0,1000.0,
crane1-2,7,717.0,247399.0,18622.0,1000.0,
crane1-2,7,718.0,247399.0,18622.0,1000.0,
crane1-2,7,719.0,247399.0,18622.0,1000.0,
crane1-2,7,720.0,247399.0,18622.0,1000.0,
crane1-2,7,721.0,247399.0,18622.0,1000.0,
crane1-2,7,722.0,247399.0,18622.0,1000.0,
crane1-2,7,723.0,247399.0,18622.0,1000.0,
crane1-2,7,724.0,247399.0,18622.0,1000.0,
crane1-2,7,725.0,247399.0,18622.0,1000.0,
crane1-2,7,726.0,247399.0,18622.0,1000.0,
crane1-2,7,727.0,247399.0,18622.0,1000.0,
crane1-2,7,728.0,247399.0,18622.0,1000.0,
crane1-2,7,729.0,247399.0,18622.0,1000.0,
crane1-2,7,730.0,247399.0,18622.0,1000.0,
crane1-2,7,731.0,247399.0,18622.0,1000.0,
crane1-2,7,732.0,247399.0,18622.0,1000.0,
crane1-2,7,733.0,247399.0,18622.0,1000.0,
crane1-2,7,734.0,247399.0,18622.0,1000.0,
crane1-2,7,735.0,247399.0,18622.0,1000.0,
crane1-2,7,736.0,247399.0,18622.0,1000.0,
crane1-2,7,737.0,247399.0,18622.0,1000.0,
crane1-2,7,738.0,247399.0,18622.0,1000.0,
crane1-2,7,739.0,247399.0,18622.0,1000.0,
crane1-2,7,740.0,247399.0,18622.0,1000.0,
crane1-2,7,741.0,247399.0,18622.0,1000.0,
crane1-2,7,742.0,247399.0,18622.0,1000.0,
crane1-2,7,743.0,247399.0,18622.0,1000.0,
crane1-2,7,744.0,247399.0,18622.0,1000.0,
crane1-2,7,745.0,247399.0,18622.0,1000.0,
crane1-2,7,746.0,247399.0,18622.0,1000.0,
crane1-2,7,747.0,247399.0,18622.0,1000.0,
crane1-2,7,748.0,247399.0,18622.0,1000.0,
crane1-2,7,749.0,247399.0,18622.0,1000.0,
crane1-2,7,750.0,247399.0,18622.0,1000.0,
crane1-2,7,751.0,247399.0,18622.0,1000.0,
crane1-2,7,752.0,247399.0,18622.0,1000.0,
crane1-2,7,753.0,247399.0,18622.0,1000.0,
crane1-2,7,754.0,247399.0,18622.0,1000.0,
crane1-2,7,755.0,247399.0,18622.0,1000.0,
crane1-2,7,756.0,247399.0,18622.0,1000.0,
crane1-2,7,757.0,247399.0,18622.0,1000.0,
crane1-2,7,758.0,247399.0,18622.0,1000.0,
crane1-2,7,759.0,247399.0,18622.0,1000.0,
crane1-2,7,760.0,247399.0,18622.0,1000.0,
crane1-2,7,761.0,247399.0,18622.0,1000.0,
crane1-2,7,762.0,247399.0,18622.0,1000.0,
crane1-2,7,763.0,247399.0,18622.0,1000.0,
crane1-2,7,764.0,247399.0,18622.0,1000.0,
crane1-2,7,765.0,247399.0,18622.0,1000.0,
crane1-2,7,766.0,247399.0,18622.0,1000.0,
crane1-2,7,767.0,247399.0,18622.0,1000.0,
crane1-2,7,768.0,247399.0,18622.0,1000.0,
crane1-2,7,769.0,245899.0,18622.0,1000.0,
crane1-2,7,770.0,244399.0,18622.0,1000.0,
crane1-2,7,771.0,242899.0,18622.0,1000.0,
crane1-2,7,772.0,241399.0,18622.0,1000.0,
crane1-2,7,773.0,239899.0,18622.0,1000.0,
crane1-2,7,774.0,238399.0,18622.0,1000.0,
crane1-2,7,775.0,236899.0,18622.0,1000.0,
crane1-2,7,776.0,235399.0,18622.0,1000.0,
crane1-2,7,777.0,233899.0,18622.0,1000.0,
crane1-2,7,778.0,232399.0,18622.0,1000.0,
crane1-2,7,779.0,230899.0,18622.0,1000.0,
crane1-2,7,780.0,229399.0,18622.0,1000.0,
crane1-2,7,781.0,227899.0,18622.0,1000.0,
crane1-2,7,782.0,226399.0,18622.0,1000.0,
crane1-2,7,783.0,224899.0,18622.0,1000.0,
crane1-2,7,784.0,223399.0,18622.0,1000.0,
crane1-2,7,785.0,221899.0,18622.0,1000.0,
crane1-2,7,786.0,221399.0,18622.0,1000.0,
crane1-2,7,787.0,221399.0,18622.0,1100.0,
crane1-2,7,788.0,221399.0,18622.0,1200.0,
crane1-2,7,789.0,221399.0,18622.0,1300.0,
crane1-2,7,790.0,221399.0,18622.0,1400.0,
crane1-2,7,791.0,221399.0,18622.0,1500.0,
crane1-2,7,792.0,221399.0,18622.0,1600.0,
crane1-2,7,793.0,221399.0,18622.0,1700.0,
crane1-2,7,794.0,221399.0,18622.0,1800.0,
crane1-2,7,795.0,221399.0,18622.0,1900.0,
crane1-2,7,796.0,221399.0,18622.0,2000.0,
crane1-2,7,797.0,221399.0,18622.0,2100.0,
crane1-2,7,798.0,221399.0,18622.0,2200.0,
crane1-2,7,799.0,221399.0,18622.0,2300.0,
crane1-2,7,800.0,221399.0,18622.0,2400.0,
crane1-2,7,801.0,221399.0,18622.0,2500.0,
crane1-2,7,802.0,221399.0,18622.0,2600.0,
crane1-2,7,803.0,221399.0,18622.0,2700.0,
crane1-2,7,804.0,221399.0,18622.0,2800.0,
crane1-2,7,805.0,221399.0,18622.0,2900.0,
crane1-2,7,806.0,221399.0,18622.0,3000.0,
crane1-2,7,807.0,221399.0,18622.0,3100.0,
crane1-2,7,808.0,221399.0,18622.0,3200.0,
crane1-2,7,809.0,221399.0,18622.0,3300.0,
crane1-2,7,810.0,221399.0,18622.0,3400.0,
crane1-2,7,811.0,221399.0,18622.0,3500.0,
crane1-2,7,812.0,221399.0,18622.0,3600.0,
crane1-2,7,813.0,221399.0,18622.0,3700.0,
crane1-2,7,814.0,221399.0,18622.0,3800.0,
crane1-2,7,815.0,221399.0,18622.0,3900.0,
crane1-2,7,816.0,221399.0,18622.0,4000.0,
crane1-2,7,817.0,221399.0,18622.0,4100.0,
crane1-2,7,818.0,221399.0,18622.0,4200.0,
crane1-2,7,819.0,221399.0,18622.0,4300.0,
crane1-2,7,820.0,221399.0,18622.0,4400.0,
crane1-2,7,821.0,221399.0,18622.0,4500.0,
crane1-2,7,822.0,221399.0,18622.0,4600.0,
crane1-2,7,823.0,221399.0,18622.0,4700.0,
crane1-2,7,824.0,221399.0,18622.0,4800.0,
crane1-2,7,825.0,221399.0,18622.0,4900.0,
crane1-2,7,826.0,221399.0,18622.0,5000.0,
crane1-2,7,827.0,221399.0,18622.0,5100.0,
crane1-2,7,828.0,221399.0,18622.0,5200.0,
crane1-2,7,829.0,221399.0,18622.0,5300.0,
crane1-2,7,830.0,221399.0,18622.0,5400.0,
crane1-2,7,831.0,221399.0,18622.0,5500.0,
crane1-2,7,832.0,221399.0,18622.0,5600.0,
crane1-2,7,833.0,221399.0,18622.0,5700.0,
crane1-2,7,834.0,221399.0,18622.0,5800.0,
crane1-2,7,835.0,221399.0,18622.0,5900.0,
crane1-2,7,836.0,221399.0,18622.0,6000.0,
crane1-2,-1,837.0,219899.0,18622.0,6000.0,
crane1-2,-1,838.0,218399.0,18622.0,6000.0,
crane1-2,-1,839.0,216899.0,18622.0,6000.0,
crane1-2,-1,840.0,215399.0,18622.0,6000.0,
crane1-2,-1,841.0,213899.0,18622.0,6000.0,
crane1-2,-1,842.0,212399.0,18622.0,6000.0,
crane1-2,-1,843.0,210899.0,18622.0,6000.0,
crane1-2,-1,844.0,209399.0,18622.0,6000.0,
crane1-2,-1,845.0,207899.0,18622.0,6000.0,
crane1-2,-1,846.0,206399.0,18622.0,6000.0,
crane1-2,-1,847.0,204899.0,18622.0,6000.0,
crane1-2,-1,848.0,203399.0,18622.0,6000.0,
crane1-2,-1,849.0,201899.0,18622.0,6000.0,
crane1-2,-1,850.0,200399.0,18622.0,6000.0,
crane1-2,-1,851.0,198899.0,18622.0,6000.0,
crane1-2,-1,852.0,197399.0,18622.0,6000.0,
crane1-2,-1,853.0,195899.0,18622.0,6000.0,
crane1-2,-1,854.0,194399.0,18622.0,6000.0,
crane1-2,-1,855.0,193399.0,18622.0,6000.0,
crane1-2,2,856.0,193399.0,18422.0,5900.0,
crane1-2,2,857.0,193399.0,18222.0,5800.0,
crane1-2,2,858.0,193399.0,18022.0,5700.0,
crane1-2,2,859.0,193399.0,17822.0,5600.0,
crane1-2,2,860.0,193399.0,17622.0,5500.0,
crane1-2,2,861.0,193399.0,17422.0,5400.0,
crane1-2,2,862.0,193399.0,17222.0,5300.0,
crane1-2,2,863.0,193399.0,17022.0,5200.0,
crane1-2,2,864.0,193399.0,16822.0,5100.0,
crane1-2,2,865.0,193399.0,16622.0,5000.0,
crane1-2,2,866.0,193399.0,16422.0,4900.0,
crane1-2,2,867.0,193399.0,16222.0,4800.0,
crane1-2,2,868.0,193399.0,16022.0,4700.0,
crane1-2,2,869.0,193399.0,15822.0,4600.0,
crane1-2,2,870.0,193399.0,15622.0,4500.0,
crane1-2,2,871.0,193399.0,15422.0,4400.0,
crane1-2,2,872.0,193399.0,15222.0,4300.0,
crane1-2,2,873.0,193399.0,15022.0,4200.0,
crane1-2,2,874.0,193399.0,14822.0,4100.0,
crane1-2,2,875.0,193399.0,14622.0,4000.0,
crane1-2,2,876.0,193399.0,14422.0,3900.0,
crane1-2,2,877.0,193399.0,14222.0,3800.0,
crane1-2,2,878.0,193399.0,14022.0,3700.0,
crane1-2,2,879.0,193399.0,13822.0,3600.0,
crane1-2,2,880.0,193399.0,13622.0,3500.0,
crane1-2,2,881.0,193399.0,13422.0,3400.0,
crane1-2,2,882.0,193399.0,13222.0,3300.0,
crane1-2,2,883.0,193399.0,13022.0,3200.0,
crane1-2,2,884.0,193399.0,12822.0,3100.0,
crane1-2,2,885.0,193399.0,12622.0,3000.0,
crane1-2,2,886.0,193399.0,12422.0,2900.0,
crane1-2,2,887.0,193399.0,12222.0,2800.0,
crane1-2,2,888.0,193399.0,12022.0,2700.0,
crane1-2,2,889.0,193399.0,11822.0,2600.0,
crane1-2,2,890.0,193399.0,11622.0,2500.0,
crane1-2,2,891.0,193399.0,11622.0,2400.0,
crane1-2,2,892.0,193399.0,11622.0,2300.0,
crane1-2,2,893.0,193399.0,11622.0,2200.0,
crane1-2,2,894.0,193399.0,11622.0,2100.0,
crane1-2,2,895.0,193399.0,11622.0,2000.0,
crane1-2,2,896.0,193399.0,11622.0,1900.0,
crane1-2,2,897.0,193399.0,11622.0,1800.0,
crane1-2,2,898.0,193399.0,11622.0,1700.0,
crane1-2,2,899.0,193399.0,11622.0,1600.0,
crane1-2,2,900.0,193399.0,11622.0,1500.0,
crane1-2,2,901.0,193399.0,11622.0,1400.0,
crane1-2,2,902.0,193399.0,11622.0,1300.0,
crane1-2,2,903.0,193399.0,11622.0,1200.0,
crane1-2,2,904.0,193399.0,11622.0,1100.0,
crane1-2,2,905.0,193399.0,11622.0,1000.0,
crane1-2,2,906.0,194899.0,11622.0,1000.0,
crane1-2,2,907.0,196399.0,11622.0,1000.0,
crane1-2,2,908.0,197899.0,11622.0,1000.0,
crane1-2,2,909.0,199399.0,11622.0,1000.0,
crane1-2,2,910.0,200899.0,11622.0,1000.0,
crane1-2,2,911.0,202399.0,11622.0,1000.0,
crane1-2,2,912.0,203899.0,11622.0,1000.0,
crane1-2,2,913.0,205399.0,11622.0,1000.0,
crane1-2,2,914.0,206899.0,11622.0,1000.0,
crane1-2,2,915.0,208399.0,11622.0,1000.0,
crane1-2,2,916.0,209899.0,11622.0,1000.0,
crane1-2,2,917.0,211399.0,11622.0,1000.0,
crane1-2,2,918.0,212899.0,11622.0,1000.0,
crane1-2,2,919.0,214399.0,11622.0,1000.0,
crane1-2,2,920.0,215899.0,11622.0,1000.0,
crane1-2,2,921.0,217399.0,11622.0,1000.0,
crane1-2,2,922.0,218899.0,11622.0,1000.0,
crane1-2,2,923.0,220399.0,11622.0,1000.0,
crane1-2,2,924.0,221899.0,11622.0,1000.0,
crane1-2,2,925.0,223399.0,11622.0,1000.0,
crane1-2,2,926.0,223399.0,11622.0,1000.0,
crane1-2,2,927.0,223399.0,11622.0,1000.0,
crane1-2,2,928.0,223399.0,11622.0,1000.0,
crane1-2,2,929.0,223399.0,11622.0,1000.0,
crane1-2,2,930.0,223399.0,11622.0,1000.0,
crane1-2,2,931.0,223399.0,11622.0,1000.0,
crane1-2,2,932.0,223399.0,11622.0,1000.0,
crane1-2,2,933.0,223399.0,11622.0,1000.0,
crane1-2,2,934.0,223399.0,11622.0,1000.0,
crane1-2,2,935.0,223399.0,11622.0,1000.0,
crane1-2,2,936.0,223399.0,11622.0,1000.0,
crane1-2,2,937.0,223399.0,11622.0,1000.0,
crane1-2,2,938.0,223399.0,11622.0,1000.0,
crane1-2,2,939.0,223399.0,11622.0,1000.0,
crane1-2,2,940.0,223399.0,11622.0,1000.0,
crane1-2,2,941.0,223399.0,11622.0,1000.0,
crane1-2,2,942.0,223399.0,11622.0,1000.0,
crane1-2,2,943.0,223399.0,11622.0,1000.0,
crane1-2,2,944.0,223399.0,11622.0,1000.0,
crane1-2,2,945.0,223399.0,11622.0,1000.0,
crane1-2,2,946.0,223399.0,11622.0,1000.0,
crane1-2,2,947.0,223399.0,11622.0,1000.0,
crane1-2,2,948.0,223399.0,11622.0,1000.0,
crane1-2,2,949.0,223399.0,11622.0,1000.0,
crane1-2,2,950.0,223399.0,11622.0,1000.0,
crane1-2,2,951.0,223399.0,11622.0,1000.0,
crane1-2,2,952.0,223399.0,11622.0,1000.0,
crane1-2,2,953.0,223399.0,11622.0,1000.0,
crane1-2,2,954.0,223399.0,11622.0,1000.0,
crane1-2,2,955.0,223399.0,11622.0,1000.0,
crane1-2,2,956.0,223399.0,11622.0,1000.0,
crane1-2,2,957.0,223399.0,11622.0,1000.0,
crane1-2,2,958.0,223399.0,11622.0,1000.0,
crane1-2,2,959.0,223399.0,11622.0,1000.0,
crane1-2,2,960.0,223399.0,11622.0,1000.0,
crane1-2,2,961.0,223399.0,11622.0,1000.0,
crane1-2,2,962.0,223399.0,11622.0,1000.0,
crane1-2,2,963.0,223399.0,11622.0,1000.0,
crane1-2,2,964.0,223399.0,11622.0,1000.0,
crane1-2,2,965.0,223399.0,11622.0,1000.0,
crane1-2,2,966.0,223399.0,11622.0,1000.0,
crane1-2,2,967.0,223399.0,11622.0,1000.0,
crane1-2,2,968.0,223399.0,11622.0,1000.0,
crane1-2,2,969.0,223399.0,11622.0,1000.0,
crane1-2,2,970.0,223399.0,11622.0,1000.0,
crane1-2,2,971.0,223399.0,11622.0,1000.0,
crane1-2,2,972.0,223399.0,11622.0,1000.0,
crane1-2,2,973.0,223399.0,11622.0,1000.0,
crane1-2,2,974.0,223399.0,11622.0,1000.0,
crane1-2,2,975.0,223399.0,11622.0,1000.0,
crane1-2,2,976.0,223399.0,11622.0,1000.0,
crane1-2,2,977.0,223399.0,11622.0,1000.0,
crane1-2,2,978.0,223399.0,11622.0,1000.0,
crane1-2,2,979.0,223399.0,11622.0,1000.0,
crane1-2,2,980.0,223399.0,11622.0,1000.0,
crane1-2,2,981.0,223399.0,11622.0,1000.0,
crane1-2,2,982.0,223399.0,11622.0,1000.0,
crane1-2,2,983.0,223399.0,11622.0,1000.0,
crane1-2,2,984.0,223399.0,11622.0,1000.0,
crane1-2,2,985.0,223399.0,11622.0,1000.0,
crane1-2,2,986.0,223399.0,11622.0,1000.0,
crane1-2,2,987.0,223399.0,11622.0,1000.0,
crane1-2,2,988.0,223399.0,11622.0,1000.0,
crane1-2,2,989.0,223399.0,11622.0,1000.0,
crane1-2,2,990.0,223399.0,11622.0,1000.0,
crane1-2,2,991.0,223399.0,11622.0,1000.0,
crane1-2,2,992.0,223399.0,11622.0,1000.0,
crane1-2,2,993.0,223399.0,11622.0,1000.0,
crane1-2,2,994.0,223399.0,11622.0,1000.0,
